Entity,Year,Gas,Coal,Oil
Europe,1966,1786.6346,9420.777,7552.9653
Europe,1967,2008.7863,9291.548,8203.042
Europe,1968,2280.0083,9340.795,8936.249
Europe,1969,2583.9653,9481.04,9826.869
Europe,1970,2980.2356,9329.971,10877.038
Europe,1971,3407.7761,9149.114,11434.074
Europe,1972,3805.59,9051.465,12275.271
Europe,1973,4218.347,9181.223,13148.836
Europe,1974,4606.6035,9144.451,12937.709
Europe,1975,4989.5654,9133.58,12798.231
Europe,1976,5461.0176,9361.901,13493.773
Europe,1977,5792.3145,9432.452,13559.638
Europe,1978,6109.8335,9490.763,14288.755
Europe,1979,6470.533,9756.863,14616.532
Europe,1980,6579.6167,9750.397,14167.721
Europe,1981,6774.2754,9612.252,13576.338
Europe,1982,7038.406,9695.899,13103.428
Europe,1983,7458.5693,9772.314,12790.341
Europe,1984,8014.5737,9714.767,12839.501
Europe,1985,7673.371,9438.529,12087.632
Europe,1986,7815.6396,9425.001,12438.036
Europe,1987,8216.1875,9519.9,12472.559
Europe,1988,8473.379,9342.775,12468.503
Europe,1989,8641.2295,9155.611,12485.897
Europe,1990,9065.899,8633.65,12843.113
Europe,1991,9232.273,8057.4033,12617.629
Europe,1992,8846.303,7567.019,12179.39
Europe,1993,8842.119,7006.555,11421.186
Europe,1994,8438.882,6479.114,11101.818
Europe,1995,8537.651,6366.579,11000.466
Europe,1996,9068.158,6171.309,10854.875
Europe,1997,8655.78,5902.96,10868.521
Europe,1998,8868.485,5678.004,10922.684
Europe,1999,9048.179,5441.981,10781.334
Europe,2000,9259.316,5587.1357,10490.904
Europe,2001,9413.887,5552.031,10654.416
Europe,2002,9468.499,5550.7954,10576.425
Europe,2003,9779.315,5721.2534,10664.976
Europe,2004,10045.516,5584.3394,10736.234
Europe,2005,10212.56,5411.256,10794.648
Europe,2006,10348.109,5605.0044,10876.78
Europe,2007,10317.486,5597.71,10676.757
Europe,2008,10336.46,5399.295,10626.226
Europe,2009,9586.96,4798.298,10075.941
Europe,2010,10321.26,4955.159,10088.36
Europe,2011,9939.428,5149.184,9965.286
Europe,2012,9708.878,5274.9707,9744.183
Europe,2013,9549.503,5101.382,9548.623
Europe,2014,8948.364,4740.998,9536.093
Europe,2015,8898.473,4632.6953,9555.889
Europe,2016,9310.262,4417.3027,9710.5625
Europe,2017,9569.403,4218.2637,9930.855
Europe,2018,9748.45,4152.149,9894.459
Europe,2019,9755.025,3591.7097,9923.03
Europe,2020,9371.511,3106.288,8785.337
Europe,2021,9646.293,3375.3276,9213.165
Europe,2022,9118.345,3342.396,9510.83
Europe,2023,8832.303,2877.2954,9464.045
Europe,2024,9115.708,2670.72,9577.696
Europe (EI),1965,379.14532,6132.287,4980.371
Europe (EI),1966,429.26025,5883.0547,5466.834
Europe (EI),1967,514.3611,5692.9287,5934.3467
Europe (EI),1968,666.4043,5777.589,6525.836
Europe (EI),1969,859.53156,5852.0547,7267.1494
Europe (EI),1970,1085.3883,5753.4233,8055.935
Europe (EI),1971,1336.5579,5500.668,8453.693
Europe (EI),1972,1627.1074,5307.8477,9047.596
Europe (EI),1973,1849.1982,5393.8467,9694.993
Europe (EI),1974,2094.4465,5343.685,9126.41
Europe (EI),1975,2248.5957,5225.2896,8810.394
Europe (EI),1976,2444.7502,5461.2896,9410.929
Europe (EI),1977,2560.3447,5462.665,9328.601
Europe (EI),1978,2663.3577,5546.5312,9801.227
Europe (EI),1979,2811.9321,5785.4087,10024.282
Europe (EI),1980,2808.8428,5906.7124,9348.721
Europe (EI),1981,2781.2327,5795.171,8711.057
Europe (EI),1982,2728.2874,5829.345,8287.627
Europe (EI),1983,2837.0486,5905.01,8057.6406
Europe (EI),1984,2971.7595,5897.694,8105.108
Europe (EI),1985,4026.4607,7248.3125,9066.216
Europe (EI),1986,4129.31,7183.7935,9345.303
Europe (EI),1987,4311.6753,7251.864,9388.736
Europe (EI),1988,4348.913,7102.946,9435.364
Europe (EI),1989,4469.7017,7014.3228,9402.842
Europe (EI),1990,4826.9204,6675.2485,9820.417
Europe (EI),1991,4886.9404,6290.2764,9669.999
Europe (EI),1992,4618.964,5920.2983,9455.793
Europe (EI),1993,4642.214,5525.6025,9253.277
Europe (EI),1994,4508.473,5210.379,9222.022
Europe (EI),1995,4762.9824,5159.5005,9437.379
Europe (EI),1996,5277.245,5011.591,9555.193
Europe (EI),1997,5155.936,4874.0493,9591.172
Europe (EI),1998,5230.537,4739.7554,9714.606
Europe (EI),1999,5438.863,4477.327,9547.635
Europe (EI),2000,5584.936,4606.7285,9304.386
Europe (EI),2001,5694.592,4558.4224,9401.388
Europe (EI),2002,5712.716,4562.164,9396.565
Europe (EI),2003,5971.038,4743.553,9425.213
Europe (EI),2004,6115.666,4672.2217,9527.226
Europe (EI),2005,6275.755,4561.059,9582.218
Europe (EI),2006,6228.7705,4773.831,9588.1045
Europe (EI),2007,6173.5063,4840.0522,9412.205
Europe (EI),2008,6262.551,4564.6094,9305.769
Europe (EI),2009,5776.969,4078.7158,8813.6875
Europe (EI),2010,6232.984,4260.6,8767.371
Europe (EI),2011,5809.2026,4440.8394,8508.993
Europe (EI),2012,5661.7095,4545.5835,8225.868
Europe (EI),2013,5547.791,4406.078,8084.939
Europe (EI),2014,5001.6323,4133.018,7990.792
Europe (EI),2015,5092.326,3956.7517,8163.79
Europe (EI),2016,5370.9688,3817.1174,8320.969
Europe (EI),2017,5591.991,3691.2773,8592.674
Europe (EI),2018,5482.64,3604.8245,8525.567
Europe (EI),2019,5553.828,3073.0085,8511.509
Europe (EI),2020,5421.319,2657.9429,7421.55
Europe (EI),2021,5716.1064,2900.1396,7767.1787
Europe (EI),2022,4959.0654,2758.01,8042.534
Europe (EI),2023,4611.5215,2271.4512,7940.5186
Europe (EI),2024,4686.8223,2117.9548,8014.3643
European Union (27),1965,367.09137,4595.191,3844.244
European Union (27),1966,416.64465,4412.7427,4236.735
European Union (27),1967,495.35828,4328.082,4601.551
European Union (27),1968,628.4308,4404.6665,5090
European Union (27),1969,789.8719,4508.3,5719.058
European Union (27),1970,956.7552,4468.195,6391.132
European Union (27),1971,1133.0685,4333.8027,6730.613
European Union (27),1972,1340.7645,4262.0913,7222.5435
European Union (27),1973,1538.9799,4268.8525,7783.3813
European Union (27),1974,1723.5646,4321.7695,7325.057
European Union (27),1975,1857.8682,4189.542,7157.834
European Union (27),1976,2030.1902,4400.516,7719.0728
European Union (27),1977,2115.3977,4398.197,7590.744
European Union (27),1978,2197.0815,4489.8335,7987.105
European Union (27),1979,2298.7844,4647.9185,8215.265
European Union (27),1980,2290.25,4833.147,7723.4956
European Union (27),1981,2253.8933,4700.7173,7195.957
European Union (27),1982,2193.6873,4775.5464,6757.838
European Union (27),1983,2276.897,4811.5073,6528.583
European Union (27),1984,2394.411,4994.5415,6389.3433
European Union (27),1985,2511.4229,5135.2725,6637.4946
European Union (27),1986,2547.8074,5002.7056,6861.0786
European Union (27),1987,2681.7915,5059.939,6879.4404
European Union (27),1988,2679.2012,4994.1665,6902.184
European Union (27),1989,2773.6245,5006.135,6913.9604
European Union (27),1990,2913.043,4555.969,7303.073
European Union (27),1991,2982.0686,4294.481,7246.667
European Union (27),1992,2883.6973,3993.7866,7304.056
European Union (27),1993,2941.9368,3810.9658,7208.5444
European Union (27),1994,2905.9587,3725.0837,7250.3057
European Union (27),1995,3147.9517,3684.1404,7441.455
European Union (27),1996,3419.71,3690.3406,7601.036
European Union (27),1997,3328.0767,3579.9053,7625.8667
European Union (27),1998,3419.5999,3418.2354,7783.7974
European Union (27),1999,3505.4229,3256.572,7691.72
European Union (27),2000,3588.8413,3300.335,7463.901
European Union (27),2001,3713.2803,3285.3625,7545.3726
European Union (27),2002,3739.979,3309.5498,7518.266
European Union (27),2003,3941.938,3422.2039,7528.579
European Union (27),2004,4048.0625,3363.6768,7585.743
European Union (27),2005,4186.892,3252.981,7599.8564
European Union (27),2006,4173.6826,3340.0876,7590.4766
European Union (27),2007,4105.0317,3373.1758,7424.342
European Union (27),2008,4191.5796,3126.7854,7355.899
European Union (27),2009,3937.0547,2769.5825,6909.72
European Union (27),2010,4232.242,2906.546,6895.7134
European Union (27),2011,3895.5493,2994.764,6683.7524
European Union (27),2012,3826.446,2980.9,6409.3804
European Union (27),2013,3749.2373,2927.2043,6250.526
European Union (27),2014,3315.4944,2782.8828,6183.2983
European Union (27),2015,3467.6309,2774.7312,6274.192
European Union (27),2016,3686.171,2662.801,6364.866
European Union (27),2017,3859.322,2630.3079,6571.14
European Union (27),2018,3787.3147,2521.6516,6514.193
European Union (27),2019,3925.9775,2031.4177,6526.61
European Union (27),2020,3800.2922,1674.2319,5697.2725
European Union (27),2021,3969.9294,1914.0221,5978.031
European Union (27),2022,3421.907,1912.6093,6175.2803
European Union (27),2023,3171.1992,1484.3864,6022.8667
European Union (27),2024,3230.1138,1307.872,6073.3896
Finland,1965,0,20.259819,67.48548
Finland,1966,0,18.804535,81.86467
Finland,1967,0,18.091894,85.7726
Finland,1968,0,21.788618,97.22671
Finland,1969,0,26.138052,112.92221
Finland,1970,0,26.5675,126.97794
Finland,1971,0,23.579445,131.4189
Finland,1972,0,26.157778,139.85992
Finland,1973,0,29.031944,156.46225
Finland,1974,4.4444447,29.58528,136.34688
Finland,1975,7.355,26.804998,140.98915
Finland,1976,8.618334,36.12,151.2639
Finland,1977,8.764999,36.420834,148.23775
Finland,1978,9.543334,49.09417,149.11165
Finland,1979,9.509444,47.313053,157.88281
Finland,1980,8.945555,53.688057,152.02914
Finland,1981,7.1180553,32.994167,145.4186
Finland,1982,6.7233334,36.59639,134.60008
Finland,1983,6.520278,39.750835,125.00577
Finland,1984,7.467778,45.78278,126.75379
Finland,1985,9.475555,58.025833,128.06352
Finland,1986,11.472222,53.05528,134.10484
Finland,1987,15.172223,59.426945,133.54774
Finland,1988,16.32,59.5,131.87694
Finland,1989,21.4,58.20639,131.68347
Finland,1990,25.21,61.2875,133.65544
Finland,1991,26.57,61.211666,132.63072
Finland,1992,27.59,55.71361,131.24066
Finland,1993,28.51,63.68889,124.88457
Finland,1994,31.470001,77.55639,129.36603
Finland,1995,32.68,68.605,117.58075
Finland,1996,34.189445,81.74694,122.37473
Finland,1997,33.638332,77.428055,120.58437
Finland,1998,38.53639,63.53889,125.79059
Finland,1999,38.58,61.565556,127.17879
Finland,2000,39.41,58.32722,126.42577
Finland,2001,42.76,70.48917,124.03574
Finland,2002,42.460003,76.59111,126.9237
Finland,2003,47,95.5925,130.99988
Finland,2004,45.280003,85.87945,122.12344
Finland,2005,41.43,55.168888,126.67819
Finland,2006,44.280003,86.153885,122.85048
Finland,2007,40.960003,81.35306,123.89983
Finland,2008,41.880554,62.043613,119.764175
Finland,2009,37.38,62.48972,112.83102
Finland,2010,41.3,78.925,117.16832
Finland,2011,36.12,64.1175,114.58838
Finland,2012,31.945,52.501667,110.05729
Finland,2013,29.706667,58.04139,114.501656
Finland,2014,26.556667,52.024723,108.04683
Finland,2015,22.878613,44.405003,108.589935
Finland,2016,20.076668,50.921112,114.29884
Finland,2017,18.324167,46.645557,110.74291
Finland,2018,21.012777,48.88139,110.148224
Finland,2019,20.348055,41.046947,109.32647
Finland,2020,20.718056,31.42889,98.07789
Finland,2021,20.716112,33.982224,91.65651
Finland,2022,10.666667,33.263332,98.47133
Finland,2023,11.632222,25.061823,89.03502
Finland,2024,12.662778,20.91115,86.685684
France,1965,50.046993,518.6519,637.3014
France,1966,52.7965,481.15073,683.123
France,1967,60.339256,474.7507,784.79
France,1968,72.156494,455.15802,850.43164
France,1969,83.850494,454.97604,982.66754
France,1970,95.52925,431.5675,1116.3309
France,1971,113.2255,390.04514,1216.7485
France,1972,133.88774,342.50616,1350.9572
France,1973,157.0365,340.76196,1506.0256
France,1974,163.95924,343.38696,1430.9877
France,1975,182.87,309.33948,1307.875
France,1976,196.45325,350.43274,1414.7838
France,1977,205.08525,352.73724,1358.8184
France,1978,218.7795,350.37082,1416.0526
France,1979,242.37599,377.1392,1408.642
France,1980,251.71976,382.53546,1309.0137
France,1981,255.717,338.61462,1181.7372
France,1982,245.77225,347.7108,1094.3964
France,1983,261.80252,310.26437,1068.1715
France,1984,266.992,299.62274,1029.9058
France,1985,285.7915,292.56534,1012.8425
France,1986,287.41525,240.24608,1033.2646
France,1987,290.816,229.47267,1040.2767
France,1988,289.36124,224.35979,1034.0203
France,1989,283.14777,242.27675,1061.674
France,1990,302.7535,230.41907,1060.0526
France,1991,331.66623,244.24939,1141.0382
France,1992,330.99,216.20515,1139.6106
France,1993,338.51474,170.36862,1101.6967
France,1994,323.15027,168.88242,1070.2838
France,1995,343.97824,179.88618,1084.53
France,1996,380.1465,189.07072,1110.012
France,1997,364.46927,166.21768,1112.2651
France,1998,388.59476,196.86133,1155.7661
France,1999,396.21152,176.51741,1159.9083
France,2000,415.9635,171.16078,1143.1821
France,2001,436.684,144.03574,1142.346
France,2002,435.94275,154.58769,1112.8135
France,2003,457.26825,163.81403,1116.9646
France,2004,466.92523,157.7012,1126.7009
France,2005,477.12573,162.72182,1104.4193
France,2006,460.80548,150.37555,1101.8494
France,2007,447.60925,155.5553,1075.5088
France,2008,463.8645,147.43585,1053.3467
France,2009,447.31073,128.60323,1010.69946
France,2010,495.6445,138.14598,979.68024
France,2011,430.19037,123.74992,963.9613
France,2012,444.44296,137.54936,931.1787
France,2013,451.43155,146.10484,919.24506
France,2014,379.08353,107.207726,889.4258
France,2015,407.51764,102.279854,902.6557
France,2016,445.29938,99.513885,887.9983
France,2017,447.65698,109.046196,901.5271
France,2018,428.38385,100.20472,879.65137
France,2019,436.62042,79.423065,872.39764
France,2020,405.8284,55.982357,735.704
France,2021,430.41394,75.107765,790.98364
France,2022,386.44025,64.40096,789.4553
France,2023,340.55658,49.21294,777.0767
France,2024,319.68552,49.369133,775.6695
Germany,1965,30.975674,1869.4766,1020.5698
Germany,1966,37.229923,1745.3394,1141.8322
Germany,1967,47.988647,1681.3043,1187.4216
Germany,1968,78.86974,1705.4391,1331.1227
Germany,1969,112.316376,1755.9606,1496.9418
Germany,1970,159.73753,1733.998,1644.0703
Germany,1971,211.02473,1659.38,1712.5317
Germany,1972,273.22437,1619.8612,1807.8164
Germany,1973,352.33054,1625.1296,1927.148
Germany,1974,440.76492,1632.1193,1748.5243
Germany,1975,465.1435,1478.5685,1698.3301
Germany,1976,492.28857,1560.839,1834.953
Germany,1977,522.7913,1499.0023,1812.3656
Germany,1978,560.4233,1518.4827,1890.2781
Germany,1979,619.478,1606.7775,1949.953
Germany,1980,610.7291,1643.761,1764.3439
Germany,1981,583.9388,1671.3124,1601.3844
Germany,1982,541.8615,1631.4796,1513.8575
Germany,1983,563.34344,1690.967,1482.448
Germany,1984,588.30133,1745.2443,1477.557
Germany,1985,581.49146,1735.9985,1522.7413
Germany,1986,579.8007,1640.3766,1604.2207
Germany,1987,628.617,1633.6312,1562.0078
Germany,1988,618.8514,1614.3953,1562.9131
Germany,1989,633.358,1640.0974,1468.3829
Germany,1990,636.8833,1529.6908,1537.2932
Germany,1991,669.1928,1343.5953,1607.6146
Germany,1992,661.6269,1214.498,1621.6552
Germany,1993,700.1133,1145.7743,1646.8728
Germany,1994,712.92725,1111.4517,1631.9728
Germany,1995,777.3736,1053.9395,1631.1296
Germany,1996,869.91,1049.4019,1658.878
Germany,1997,831.03357,1016.8183,1648.9271
Germany,1998,838.65027,992.5123,1650.7172
Germany,1999,836.19086,955.58167,1601.1073
Germany,2000,829.24585,992.0958,1570.4348
Germany,2001,874.48193,994.93604,1590.9634
Germany,2002,873.1278,997.1488,1537.7799
Germany,2003,883.7197,1013.6199,1507.7172
Germany,2004,888.2105,988.11005,1490.4901
Germany,2005,902.8105,945.3872,1460.0576
Germany,2006,920.069,983.3113,1457.2372
Germany,2007,886.36194,1008.28674,1319.4586
Germany,2008,895.00635,931.8082,1399.0693
Germany,2009,844.3012,834.2924,1339.8384
Germany,2010,880.71246,896.1722,1357.6443
Germany,2011,808.6072,910.7911,1313.2709
Germany,2012,811.1005,936.0742,1305.3893
Germany,2013,849.74335,963.3986,1334.2625
Germany,2014,738.9503,925.89496,1298.318
Germany,2015,769.5361,915.0558,1296.5422
Germany,2016,848.8475,889.93506,1321.8785
Germany,2017,877.38477,835.9297,1408.9285
Germany,2018,858.5072,806.69,1336.97
Germany,2019,892.8303,624.2178,1351.0276
Germany,2020,871.075,514.8666,1223.2377
Germany,2021,917.38025,621.9345,1209.7521
Germany,2022,755.8128,641.7603,1241.9773
Germany,2023,727.9709,487.4227,1165.5121
Germany,2024,785.7096,438.23526,1176.5474
Greece,1965,0,24.50441,52.273228
Greece,1966,0,24.457891,57.076584
Greece,1967,0,23.3763,67.11283
Greece,1968,0,26.400099,68.693054
Greece,1969,0,25.55111,73.09415
Greece,1970,0,29.40064,79.16741
Greece,1971,0,43.33338,87.45739
Greece,1972,0,46.2874,101.31322
Greece,1973,0,54.44003,117.920204
Greece,1974,0,57.335903,110.66205
Greece,1975,0,75.08328,117.248055
Greece,1976,0,88.72527,124.7924
Greece,1977,0,94.365814,127.140976
Greece,1978,0,83.91045,138.43669
Greece,1979,0,46.06643,146.42546
Greece,1980,0,46.06643,144.97278
Greece,1981,0,45.60123,140.84198
Greece,1982,0.8435,46.29903,141.5108
Greece,1983,0.80399996,56.77766,135.79776
Greece,1984,0.8845,60.62719,139.16304
Greece,1985,0.83125,70.303345,141.48158
Greece,1986,1.13875,67.093475,143.58203
Greece,1987,1.3,76.595184,155.96172
Greece,1988,1.55925,85.96896,161.07315
Greece,1989,1.5725,92.42361,177.45236
Greece,1990,1.6065,93.7266,186.74254
Greece,1991,1.587,90.17141,190.55426
Greece,1992,1.4664999,94.088234,194.52258
Greece,1993,1.0815,94.04727,198.51204
Greece,1994,0.55324996,94.24909,203.04324
Greece,1995,0.51025003,93.93198,211.81287
Greece,1996,0.57325,91.37747,219.88054
Greece,1997,1.98875,98.410995,222.05853
Greece,1998,8.145165,102.95045,232.47917
Greece,1999,14.603706,99.02893,227.0115
Greece,2000,19.601875,104.9478,236.24866
Greece,2001,19.344769,108.47606,239.57071
Greece,2002,20.80514,104.36563,240.72469
Greece,2003,23.520193,104.92749,252.75017
Greece,2004,25.854729,107.55803,247.72807
Greece,2005,26.032501,106.0982,249.09128
Greece,2006,30.693,97.70742,260.48984
Greece,2007,38.867813,103.01639,263.44055
Greece,2008,45.02978,96.96925,252.5715
Greece,2009,37.812714,98.0082,236.80884
Greece,2010,41.439568,91.50558,214.71916
Greece,2011,51.09987,91.84949,204.5779
Greece,2012,46.964645,94.6589,178.33144
Greece,2013,41.45214,81.26121,164.7616
Greece,2014,31.60299,78.098015,163.353
Greece,2015,34.126534,65.4408,170.19884
Greece,2016,44.420002,50.692112,169.93929
Greece,2017,53.57,55.779747,174.01346
Greece,2018,52.451,54.774906,171.98833
Greece,2019,57.583,37.175343,177.21858
Greece,2020,63.426598,21.294857,143.48611
Greece,2021,69.8031,19.907978,152.02661
Greece,2022,61.967,18.437853,172.19046
Greece,2023,53.822002,14.2742195,171.29622
Greece,2024,66.689,10.541376,173.30756
High-income countries,1965,4814.614,10283.538,13711.53
High-income countries,1966,5217.8794,10236.696,14775.387
High-income countries,1967,5578.9546,10060.358,15823.774
High-income countries,1968,6108.8784,10289.889,17179.586
High-income countries,1969,6738.9463,10424.375,18739.973
High-income countries,1970,7309.894,10276.774,20423.352
High-income countries,1971,7779.78,9748.213,21353.549
High-income countries,1972,8194.94,9670.214,22981.076
High-income countries,1973,8431.473,10067.763,24677.836
High-income countries,1974,8505.012,9979.532,23572.521
High-income countries,1975,8232.306,9808.411,22913.76
High-income countries,1976,8577.568,10330.505,24485.781
High-income countries,1977,8681.919,10472.254,25074.062
High-income countries,1978,8893.292,10403.425,25917.117
High-income countries,1979,9325.272,11049.686,26020.78
High-income countries,1980,9272.804,11453.249,24118.85
High-income countries,1981,9143.937,11569.873,22714.56
High-income countries,1982,8767.577,11429.833,21631.453
High-income countries,1983,8583.136,11686.38,21392.89
High-income countries,1984,9274.279,12179.869,21743.678
High-income countries,1985,12899.701,14991.111,24737.404
High-income countries,1986,12802.43,14906.276,25557.088
High-income countries,1987,13504.038,15302.404,25990.621
High-income countries,1988,14054.372,15567.459,26847.975
High-income countries,1989,14643.837,15565.303,27178.395
High-income countries,1990,14903.884,15004.517,27527.053
High-income countries,1991,15319.6,14527.216,27446.346
High-income countries,1992,15442.267,14113.424,27902.494
High-income countries,1993,15844.216,13909.577,27550.13
High-income countries,1994,15890.393,13668.544,28100.268
High-income countries,1995,16420.963,13691.118,28231.975
High-income countries,1996,17068.479,14025.004,28701.078
High-income countries,1997,16890.9,14007.614,29022.469
High-income countries,1998,17111.719,13855.95,29092.65
High-income countries,1999,17438.133,13743.339,29561.398
High-income countries,2000,18074.725,14330.152,29461.998
High-income countries,2001,18075.186,14243.592,29628.56
High-income countries,2002,18492.64,14373.4,29616.672
High-income countries,2003,18787.842,14759.795,30110.695
High-income countries,2004,19225.717,14770.186,30776.42
High-income countries,2005,19455.83,14778.288,30985.688
High-income countries,2006,19728.521,14870.369,30859.79
High-income countries,2007,20372.793,15063.8955,30879.893
High-income countries,2008,20684.494,14872.293,30076.875
High-income countries,2009,19874.88,13284.172,28795.234
High-income countries,2010,21312.674,13981.393,29414.951
High-income countries,2011,21420.703,13804.401,29239.979
High-income countries,2012,21835.693,13305.366,29132.97
High-income countries,2013,22115.71,13359.529,29129.998
High-income countries,2014,21828.613,13083.011,29247.346
High-income countries,2015,22220.508,12353.125,29701.729
High-income countries,2016,22691.982,11668.465,30129.258
High-income countries,2017,22942.533,11515.62,30415.71
High-income countries,2018,24049.074,11200.12,30502.78
High-income countries,2019,24416.535,9996.6045,30227.854
High-income countries,2020,23818.11,8627.035,26846.188
High-income countries,2021,24236.09,9429.116,28472.992
High-income countries,2022,24357.676,9214.039,29133.828
High-income countries,2023,24071.893,8083.915,29283.758
High-income countries,2024,24685.371,7709.379,29518.469
Hong Kong,1965,0,1.43049,24.871521
Hong Kong,1966,0,1.2327801,27.293041
Hong Kong,1967,0,0.98855,32.704254
Hong Kong,1968,0,0.70943,35.71866
Hong Kong,1969,0,0.41868,42.38126
Hong Kong,1970,0,0.24423,45.737446
Hong Kong,1971,0,0.31401,48.245647
Hong Kong,1972,0,0.15119,55.002895
Hong Kong,1973,0,0.081410006,57.120667
Hong Kong,1974,0,0.081410006,58.476112
Hong Kong,1975,0,0.06978,55.057316
Hong Kong,1976,0,0.09304,64.99793
Hong Kong,1977,0,0.081410006,70.20239
Hong Kong,1978,0,0.058149997,72.9587
Hong Kong,1979,0,0.04652,74.716446
Hong Kong,1980,0,0.02326,76.37257
Hong Kong,1981,0,0.40704998,81.002144
Hong Kong,1982,0,10.40885,78.94145
Hong Kong,1983,0,24.446259,70.29673
Hong Kong,1984,0,31.91272,65.150055
Hong Kong,1985,0,39.50711,61.261135
Hong Kong,1986,0,45.71753,59.873386
Hong Kong,1987,0,57.28938,58.73012
Hong Kong,1988,0,66.27937,67.36971
Hong Kong,1989,0,71.01279,71.84668
Hong Kong,1990,0,63.87196,75.48578
Hong Kong,1991,0,68.91938,75.47003
Hong Kong,1992,0,73.059654,96.86926
Hong Kong,1993,0,84.608246,100.89406
Hong Kong,1994,0,60.44111,107.65179
Hong Kong,1995,0.30394724,65.15126,115.22543
Hong Kong,1996,19.268679,48.41569,112.906654
Hong Kong,1997,30.086596,40.85619,111.75032
Hong Kong,1998,28.225657,50.78821,107.219894
Hong Kong,1999,31.124638,43.41361,114.0835
Hong Kong,2000,28.136944,50.449722,118.88865
Hong Kong,2001,28.3967,79.68833,141.33519
Hong Kong,2002,26.977533,61.98861,154.46638
Hong Kong,2003,17.347586,78.61528,155.44257
Hong Kong,2004,25.06098,73.40639,183.05957
Hong Kong,2005,25.118761,79.86222,165.10948
Hong Kong,2006,27.556843,79.73417,178.45949
Hong Kong,2007,25.744291,86.998055,191.26967
Hong Kong,2008,29.780863,79.721664,173.34848
Hong Kong,2009,28.922625,83.24778,196.68486
Hong Kong,2010,35.943127,72.42306,212.63667
Hong Kong,2011,28.625381,86.14694,214.10521
Hong Kong,2012,26.359236,84.79666,205.13832
Hong Kong,2013,24.833277,90.37639,209.29407
Hong Kong,2014,23.870398,94.72611,198.1297
Hong Kong,2015,30.456371,77.90111,217.42123
Hong Kong,2016,31.265652,77.89527,225.19812
Hong Kong,2017,31.161383,72.96777,254.45477
Hong Kong,2018,30.1735,74.94056,257.5806
Hong Kong,2019,31.161623,71.769165,240.73477
Hong Kong,2020,49.442585,38.230556,169.06566
Hong Kong,2021,48.25467,42.464996,151.34477
Hong Kong,2022,45.324413,41.76583,128.26762
Hong Kong,2023,48.467804,40.80528,159.2837
Hong Kong,2024,54.230053,34.841667,180.94005
Hungary,1965,13.59725,126.88329,44.273094
Hungary,1966,16.85625,121.684685,48.626213
Hungary,1967,21.63475,105.56551,51.449696
Hungary,1968,27.229,104.19317,53.920544
Hungary,1969,32.416,105.75159,60.313942
Hungary,1970,36.353,107.47283,70.053635
Hungary,1971,37.855503,104.03034,78.927284
Hungary,1972,40.85975,101.099594,85.993385
Hungary,1973,48.520252,101.62294,96.752205
Hungary,1974,51.675503,96.92442,105.922
Hungary,1975,57.40325,92.3422,119.49149
Hungary,1976,68.92725,93.56335,125.17623
Hungary,1977,74.27975,95.16829,133.09103
Hungary,1978,81.34125,95.07526,147.2131
Hungary,1979,85.92225,95.807945,138.70981
Hungary,1980,92.71975,93.94714,134.84071
Hungary,1981,94.840996,94.40071,128.84254
Hungary,1982,99.048744,98.42468,122.05013
Hungary,1983,98.74575,92.52828,115.73054
Hungary,1984,100.565506,90.03947,121.191
Hungary,1985,102.6675,88.43452,123.43376
Hungary,1986,108.902245,87.39945,114.001625
Hungary,1987,108.11625,87.352936,119.51186
Hungary,1988,106.93825,82.42181,110.64611
Hungary,1989,108.948006,73.82724,107.246796
Hungary,1990,103.65888,71.6092,108.44481
Hungary,1991,102.789444,66.68337,92.83042
Hungary,1992,90.36,60.13497,98.91989
Hungary,1993,97.23778,54.169632,87.67219
Hungary,1994,98.19611,51.38704,93.51756
Hungary,1995,106.70389,50.546745,89.09015
Hungary,1996,119.06167,49.91668,82.26265
Hungary,1997,112.91389,47.68172,84.159294
Hungary,1998,113.69833,46.271748,89.2766
Hungary,1999,115.19584,48.17067,85.230934
Hungary,2000,112.30806,44.99306,82.53138
Hungary,2001,124.56473,42.749565,79.73474
Hungary,2002,125.72667,41.24688,74.154396
Hungary,2003,138.23473,42.210484,72.27185
Hungary,2004,136.21333,40.02382,76.81962
Hungary,2005,140.65251,35.593605,87.88969
Hungary,2006,133.24223,35.72894,91.52185
Hungary,2007,124.49722,36.334526,91.20209
Hungary,2008,122.822495,35.293922,86.55902
Hungary,2009,106.436386,29.717325,84.2257
Hungary,2010,114.15417,31.30873,79.04674
Hungary,2011,109.13528,31.54748,77.140785
Hungary,2012,97.39972,30.353476,72.01762
Hungary,2013,90.80139,26.576935,70.43605
Hungary,2014,81.19611,26.271076,78.38166
Hungary,2015,87.10667,27.226086,83.99389
Hungary,2016,93.36222,25.506508,83.43875
Hungary,2017,99.34139,26.144308,90.39909
Hungary,2018,96.22417,24.698467,96.88959
Hungary,2019,98.44,21.38699,97.93139
Hungary,2020,101.92972,19.594992,89.379326
Hungary,2021,108.104004,15.938159,97.09771
Hungary,2022,91.90975,14.501377,96.33766
Hungary,2023,82.14825,10.506077,94.0944
Hungary,2024,82.36972,8.79154,95.424164
Iceland,1965,0,0.07602084,5.612466
Iceland,1966,0,0.05597676,6.0511594
Iceland,1967,0,0.04302144,5.8715425
Iceland,1968,0,0.033977162,6.2693133
Iceland,1969,0,0.02395512,5.7495003
Iceland,1970,0,0.016010819,5.875635
